Timestamp(ms),GyroX,GyroY,GyroZ,AccelX,AccelY,AccelZ
47690,-1.06,-0.21,-0.02,-0.71,-0.76,10.25
47695,-1.09,-0.19,-0.02,-0.68,-0.77,10.26
47700,-1.11,-0.14,-0.03,-0.70,-0.75,10.13
47705,-1.11,-0.08,-0.03,-0.79,-0.71,10.03
47710,-1.14,-0.03,-0.05,-0.73,-0.58,10.08
47715,-1.15,-0.02,-0.05,-0.82,-0.65,9.97
47720,-1.15,-0.01,-0.05,-0.85,-0.74,9.77
47725,-1.14,0.01,-0.07,-0.94,-0.80,9.78
47730,-1.15,0.01,-0.09,-1.06,-0.95,9.83
47735,-1.15,0.00,-0.09,-1.11,-1.10,9.83
47740,-1.15,-0.00,-0.09,-1.17,-1.23,9.84
47745,-1.15,-0.00,-0.09,-1.18,-1.32,9.89
47750,-1.15,0.00,-0.08,-1.22,-1.36,9.99
47755,-1.15,-0.01,-0.07,-1.21,-1.43,10.01
47760,-1.15,-0.02,-0.07,-1.15,-1.55,9.92
47765,-1.14,-0.04,-0.06,-1.01,-1.66,9.90
47770,-1.13,-0.06,-0.06,-0.95,-1.72,9.92
47775,-1.13,-0.08,-0.06,-0.91,-1.74,10.00
47780,-1.13,-0.10,-0.06,-0.89,-1.78,10.11
47785,-1.15,-0.11,-0.08,-0.84,-1.85,10.24
47790,-1.17,-0.13,-0.09,-0.84,-1.95,10.32
47795,-1.20,-0.15,-0.12,-0.88,-2.06,10.38
47801,-1.24,-0.16,-0.16,-0.89,-2.14,10.36
47806,-1.28,-0.19,-0.18,-0.82,-2.25,10.17
47811,-1.30,-0.23,-0.20,-0.79,-2.32,10.14
47816,-1.32,-0.29,-0.20,-0.79,-2.38,9.93
47821,-1.33,-0.34,-0.21,-0.79,-2.41,9.95
47826,-1.34,-0.39,-0.22,-0.69,-2.46,9.86
47831,-1.35,-0.43,-0.21,-0.63,-2.42,9.82
47836,-1.36,-0.46,-0.20,-0.60,-2.43,9.84
47841,-1.38,-0.48,-0.20,-0.56,-2.51,9.74
47846,-1.40,-0.49,-0.21,-0.51,-2.49,9.81
47851,-1.43,-0.47,-0.21,-0.46,-2.45,9.88
47856,-1.45,-0.44,-0.21,-0.31,-2.53,9.83
47861,-1.48,-0.41,-0.21,-0.25,-2.63,9.80
47866,-1.50,-0.38,-0.20,-0.22,-2.68,9.87
47871,-1.54,-0.34,-0.20,-0.22,-2.73,10.05
47876,-1.60,-0.27,-0.22,-0.19,-2.69,10.13
47881,-1.69,-0.17,-0.28,-0.21,-2.67,10.15
47886,-1.76,-0.10,-0.29,-0.09,-2.85,10.02
47891,-1.82,-0.07,-0.29,-0.13,-3.13,9.97
47896,-1.88,-0.08,-0.28,-0.07,-3.33,9.90
47901,-1.94,-0.10,-0.27,-0.10,-3.33,9.86
47906,-1.98,-0.08,-0.29,-0.22,-3.37,9.55
47911,-2.00,-0.01,-0.32,-0.41,-3.46,9.47
47917,-2.04,-0.02,-0.34,-0.47,-3.49,9.25
47922,-2.06,-0.07,-0.35,-0.67,-3.73,8.86
47927,-2.08,-0.12,-0.38,-0.65,-3.86,8.84
47932,-2.09,-0.17,-0.39,-0.53,-3.88,8.87
47937,-2.11,-0.22,-0.40,-0.44,-3.99,8.75
47942,-2.13,-0.24,-0.40,-0.43,-4.08,8.79
47947,-2.16,-0.27,-0.42,-0.37,-4.21,8.81
47952,-2.18,-0.27,-0.42,-0.13,-4.45,8.73
47957,-2.18,-0.25,-0.40,0.12,-4.59,8.84
47962,-2.21,-0.22,-0.38,0.38,-4.64,8.87
47967,-2.22,-0.19,-0.33,0.69,-4.77,8.82
47972,-2.23,-0.14,-0.29,0.71,-4.73,8.75
47977,-2.24,-0.09,-0.25,0.71,-4.76,8.71
47982,-2.26,-0.06,-0.22,0.57,-4.72,8.67
47987,-2.27,-0.02,-0.20,0.59,-4.79,8.59
47992,-2.28,0.01,-0.19,0.55,-4.79,8.44
47997,-2.29,0.04,-0.18,0.52,-4.90,8.24
48002,-2.29,0.05,-0.16,0.39,-4.98,8.11
48007,-2.29,0.08,-0.16,0.42,-5.04,7.98
48012,-2.27,0.13,-0.14,0.35,-5.21,7.58
48017,-2.26,0.11,-0.15,-0.17,-5.33,7.84
48022,-2.26,0.05,-0.17,0.05,-5.44,7.79
48027,-2.26,0.01,-0.15,0.08,-5.60,7.79
48033,-2.25,-0.01,-0.15,-0.24,-5.74,7.75
48038,-2.24,-0.06,-0.17,-0.26,-5.93,7.45
48043,-2.22,-0.10,-0.17,-0.01,-6.01,7.56
48048,-2.21,-0.11,-0.16,0.05,-6.13,7.49
48053,-2.19,-0.09,-0.17,0.04,-6.16,7.43
48058,-2.18,-0.08,-0.17,0.10,-6.10,7.58
48063,-2.19,-0.09,-0.16,0.24,-6.22,7.41
48068,-2.14,-0.04,-0.14,0.45,-6.46,6.88
48073,-2.10,-0.04,-0.14,-0.06,-6.51,7.23
48078,-2.09,-0.10,-0.15,0.04,-6.68,7.11
48083,-2.08,-0.16,-0.14,0.03,-6.71,7.25
48088,-2.08,-0.20,-0.13,-0.12,-6.77,7.20
48093,-2.04,-0.18,-0.14,0.01,-6.91,6.83
48098,-2.02,-0.14,-0.14,0.01,-6.91,6.89
48103,-2.00,-0.10,-0.12,0.27,-6.98,6.74
48108,-2.00,-0.08,-0.09,-0.10,-6.93,7.14
48113,-2.02,-0.12,-0.08,-0.04,-7.20,6.97
48118,-2.00,-0.12,-0.08,-0.05,-7.31,6.91
48123,-2.01,-0.11,-0.07,-0.05,-7.28,6.95
48128,-2.03,-0.12,-0.06,0.02,-7.31,6.88
48133,-2.03,-0.11,-0.04,-0.07,-7.35,6.50
48138,-1.99,-0.08,-0.06,-0.11,-7.30,6.22
48143,-1.97,-0.06,-0.08,-0.04,-7.27,6.03
48149,-1.92,-0.02,-0.08,0.03,-7.33,5.73
48154,-1.90,-0.07,-0.11,-0.40,-7.35,5.91
48159,-1.86,-0.16,-0.14,-0.17,-7.51,5.67
48164,-1.82,-0.24,-0.15,-0.07,-7.50,5.64
48169,-1.78,-0.27,-0.16,0.03,-7.61,5.30
48174,-1.70,-0.27,-0.16,0.19,-7.64,5.21
48179,-1.67,-0.27,-0.15,0.19,-7.61,5.43
48184,-1.64,-0.27,-0.14,0.33,-7.66,5.52
48189,-1.61,-0.27,-0.12,0.47,-7.72,5.64
48194,-1.60,-0.26,-0.11,0.53,-7.76,5.84
48199,-1.61,-0.25,-0.10,0.59,-7.87,5.94
48204,-1.64,-0.25,-0.09,0.64,-7.98,5.90
48209,-1.68,-0.23,-0.09,0.61,-8.02,5.94
48214,-1.72,-0.22,-0.08,0.77,-8.15,5.80
48219,-1.77,-0.24,-0.06,0.81,-8.26,5.71
48224,-1.79,-0.19,-0.06,0.75,-8.31,5.45
48229,-1.81,-0.13,-0.08,0.67,-8.29,5.40
48234,-1.85,-0.11,-0.09,0.64,-8.38,5.23
48239,-1.88,-0.10,-0.09,0.75,-8.36,5.18
48244,-1.92,-0.09,-0.08,0.76,-8.33,5.16
48249,-1.95,-0.08,-0.08,0.68,-8.34,5.06
48254,-1.96,-0.08,-0.09,0.76,-8.46,4.85
48260,-1.98,-0.08,-0.09,0.82,-8.56,4.74
48265,-2.01,-0.10,-0.09,0.81,-8.54,4.78
48270,-2.07,-0.19,-0.08,0.63,-8.59,4.98
48275,-2.05,-0.20,-0.11,0.72,-8.92,3.98
48280,-2.01,-0.18,-0.12,0.52,-8.71,4.07
48285,-2.03,-0.18,-0.14,0.25,-8.69,3.89
48290,-2.03,-0.19,-0.15,0.23,-8.73,3.63
48295,-2.00,-0.21,-0.15,0.31,-8.76,3.54
48300,-1.97,-0.22,-0.13,0.31,-8.75,3.50
48305,-1.95,-0.23,-0.13,0.26,-8.73,3.55
48310,-1.93,-0.22,-0.13,0.24,-8.72,3.64
48315,-1.93,-0.22,-0.13,0.33,-8.75,3.59
48320,-1.92,-0.23,-0.12,0.44,-8.86,3.45
48325,-1.92,-0.26,-0.11,0.55,-8.88,3.59
48330,-1.93,-0.30,-0.10,0.63,-9.10,3.45
48335,-1.89,-0.29,-0.10,0.72,-9.23,3.07
48340,-1.85,-0.27,-0.10,0.57,-9.18,3.04
48345,-1.82,-0.25,-0.10,0.51,-9.17,2.85
48350,-1.78,-0.25,-0.09,0.53,-9.14,2.85
48355,-1.75,-0.24,-0.08,0.58,-9.11,2.95
48360,-1.72,-0.23,-0.07,0.65,-9.12,2.94
48365,-1.68,-0.22,-0.04,0.68,-9.19,2.94
48370,-1.65,-0.20,-0.03,0.61,-9.29,2.85
48376,-1.61,-0.19,-0.02,0.47,-9.35,2.70
48381,-1.57,-0.19,-0.03,0.25,-9.41,2.53
48386,-1.53,-0.19,-0.06,0.17,-9.43,2.36
48391,-1.49,-0.20,-0.09,0.08,-9.41,2.15
48396,-1.44,-0.23,-0.12,0.13,-9.36,1.99
48401,-1.39,-0.26,-0.15,0.17,-9.29,1.97
48406,-1.34,-0.30,-0.18,0.14,-9.29,1.86
48411,-1.29,-0.34,-0.19,0.20,-9.28,1.77
48416,-1.24,-0.37,-0.20,0.26,-9.31,1.70
48421,-1.19,-0.37,-0.20,0.37,-9.38,1.68
48426,-1.14,-0.37,-0.19,0.50,-9.49,1.74
48431,-1.10,-0.35,-0.17,0.64,-9.61,1.83
48436,-1.07,-0.33,-0.14,0.79,-9.71,1.83
48441,-1.04,-0.31,-0.11,0.85,-9.77,1.81
48446,-1.02,-0.29,-0.08,0.91,-9.79,1.69
48451,-0.99,-0.28,-0.06,1.00,-9.75,1.61
48456,-0.97,-0.26,-0.03,0.99,-9.72,1.56
48461,-0.95,-0.25,-0.02,0.88,-9.68,1.53
48466,-0.93,-0.25,-0.02,0.82,-9.69,1.40
48471,-0.91,-0.24,-0.02,0.78,-9.68,1.27
48476,-0.88,-0.22,-0.01,0.76,-9.61,1.14
48481,-0.84,-0.20,-0.01,0.73,-9.54,1.09
48486,-0.81,-0.19,-0.01,0.68,-9.48,1.09
48492,-0.77,-0.18,-0.02,0.66,-9.48,1.05
48497,-0.73,-0.18,-0.03,0.64,-9.52,0.92
48502,-0.69,-0.19,-0.05,0.62,-9.51,0.82
48507,-0.65,-0.20,-0.06,0.64,-9.47,0.79
48512,-0.62,-0.22,-0.08,0.69,-9.43,0.79
48517,-0.59,-0.23,-0.09,0.73,-9.43,0.82
48522,-0.57,-0.23,-0.10,0.74,-9.45,0.84
48527,-0.55,-0.23,-0.11,0.71,-9.49,0.88
48532,-0.53,-0.22,-0.13,0.71,-9.54,0.84
48537,-0.51,-0.23,-0.14,0.78,-9.56,0.84
48542,-0.50,-0.21,-0.15,0.87,-9.68,0.73
48547,-0.48,-0.20,-0.14,0.95,-9.78,0.71
48552,-0.47,-0.20,-0.13,1.02,-9.90,0.70
48557,-0.45,-0.20,-0.12,1.04,-9.97,0.67
48562,-0.44,-0.19,-0.10,1.01,-10.00,0.68
48567,-0.43,-0.17,-0.08,1.03,-10.00,0.69
48572,-0.42,-0.15,-0.06,1.02,-9.99,0.65
48577,-0.40,-0.13,-0.05,0.97,-9.98,0.55
48582,-0.38,-0.11,-0.03,0.95,-9.97,0.50
48587,-0.37,-0.09,-0.02,0.92,-9.95,0.50
48592,-0.35,-0.08,-0.01,0.96,-9.93,0.48
48597,-0.33,-0.07,0.00,0.97,-9.88,0.44
48603,-0.31,-0.07,0.02,0.93,-9.79,0.45
48608,-0.29,-0.06,0.02,0.82,-9.70,0.46
48613,-0.27,-0.06,0.01,0.77,-9.61,0.43
48618,-0.25,-0.07,0.00,0.79,-9.54,0.42
48623,-0.23,-0.07,0.00,0.81,-9.52,0.42
48628,-0.20,-0.07,-0.00,0.81,-9.49,0.41
48633,-0.17,-0.07,-0.01,0.76,-9.50,0.34
48638,-0.14,-0.07,-0.01,0.70,-9.52,0.28
48643,-0.11,-0.06,-0.01,0.67,-9.54,0.23
48648,-0.08,-0.06,-0.01,0.72,-9.60,0.23
48653,-0.06,-0.05,-0.01,0.77,-9.68,0.25
48658,-0.04,-0.04,0.01,0.78,-9.78,0.28
48663,-0.02,-0.04,0.01,0.80,-9.84,0.33
48668,-0.00,-0.04,0.02,0.79,-9.89,0.36
48673,0.01,-0.03,0.01,0.80,-9.90,0.36
48678,0.01,-0.03,0.00,0.82,-9.91,0.37
48683,0.02,-0.03,-0.00,0.85,-9.91,0.40
48688,0.03,-0.03,-0.01,0.86,-9.90,0.41
48693,0.03,-0.02,-0.01,0.82,-9.87,0.39
48698,0.04,-0.02,-0.01,0.79,-9.84,0.36
48703,0.05,-0.01,0.00,0.80,-9.88,0.40
48708,0.06,-0.01,0.01,0.84,-9.90,0.46
48713,0.06,0.00,0.03,0.87,-9.96,0.42
48719,0.07,0.01,0.04,0.84,-9.93,0.42
48724,0.08,0.01,0.04,0.80,-9.91,0.41
48729,0.09,0.01,0.04,0.79,-9.86,0.41
48734,0.10,0.01,0.03,0.78,-9.83,0.41
48739,0.11,0.00,0.02,0.75,-9.80,0.43
48744,0.12,-0.00,0.01,0.68,-9.77,0.43
48749,0.13,-0.01,-0.01,0.57,-9.70,0.42
48754,0.14,-0.02,-0.03,0.50,-9.64,0.37
48759,0.15,-0.04,-0.05,0.51,-9.59,0.34
48764,0.16,-0.05,-0.07,0.54,-9.61,0.39
48769,0.16,-0.06,-0.09,0.58,-9.65,0.45
48774,0.16,-0.06,-0.10,0.67,-9.70,0.53
48779,0.16,-0.07,-0.10,0.75,-9.73,0.57
48784,0.16,-0.07,-0.09,0.83,-9.77,0.63
48789,0.15,-0.06,-0.09,0.89,-9.81,0.72
48794,0.13,-0.05,-0.07,0.98,-9.82,0.70
48799,0.12,-0.04,-0.06,1.05,-9.81,0.75
48804,0.10,-0.02,-0.04,1.08,-9.79,0.77
48809,0.08,-0.01,-0.03,1.06,-9.81,0.76
48814,0.06,-0.00,-0.02,1.02,-9.81,0.71
48819,0.04,0.00,-0.01,1.01,-9.78,0.67
48824,0.02,0.00,-0.00,1.02,-9.74,0.66
48829,0.00,-0.00,0.00,1.00,-9.70,0.66
48835,-0.01,-0.01,0.00,1.00,-9.68,0.66
48840,-0.02,-0.01,0.00,1.00,-9.72,0.67
48845,-0.02,-0.01,0.00,0.97,-9.76,0.68
48850,-0.03,-0.01,-0.00,0.96,-9.76,0.69
48855,-0.03,-0.01,-0.00,0.98,-9.75,0.70
48860,-0.02,-0.01,-0.00,0.98,-9.71,0.70
48865,-0.02,-0.01,-0.00,0.93,-9.67,0.67
48870,-0.00,-0.01,-0.01,0.85,-9.63,0.63
48875,0.01,-0.02,-0.01,0.79,-9.60,0.57
48880,0.03,-0.03,-0.02,0.75,-9.61,0.58
48885,0.05,-0.04,-0.04,0.74,-9.61,0.59
48890,0.06,-0.05,-0.04,0.75,-9.64,0.64
48895,0.07,-0.05,-0.05,0.81,-9.70,0.68
48900,0.08,-0.05,-0.04,0.89,-9.73,0.74
48905,0.09,-0.04,-0.03,0.97,-9.80,0.78
48910,0.09,-0.03,-0.02,1.03,-9.80,0.81
48915,0.09,-0.02,-0.01,1.06,-9.81,0.81
48920,0.09,-0.01,0.01,1.06,-9.82,0.80
48925,0.09,0.00,0.01,1.04,-9.80,0.76
48930,0.09,0.00,0.02,1.05,-9.76,0.70
48935,0.08,0.00,0.01,1.07,-9.77,0.66
48940,0.08,0.00,0.01,1.07,-9.79,0.63
48945,0.08,-0.01,0.01,1.06,-9.84,0.63
48951,0.08,-0.01,0.01,1.05,-9.86,0.65
48956,0.08,-0.01,0.01,1.04,-9.90,0.68
48961,0.08,-0.01,0.01,1.04,-9.91,0.71
48966,0.09,-0.01,0.01,1.06,-9.90,0.71
48971,0.10,-0.01,0.02,1.07,-9.87,0.72
48976,0.11,-0.01,0.03,1.07,-9.84,0.73
48981,0.12,-0.01,0.03,1.06,-9.77,0.73
48986,0.14,-0.00,0.04,1.04,-9.70,0.77
48991,0.16,0.00,0.05,1.03,-9.66,0.76
48996,0.19,0.01,0.05,1.02,-9.64,0.75
49001,0.21,0.02,0.06,1.00,-9.60,0.76
49006,0.24,0.03,0.05,0.97,-9.59,0.76
49011,0.27,0.03,0.05,0.95,-9.58,0.77
49016,0.30,0.04,0.05,0.92,-9.58,0.79
49021,0.32,0.04,0.04,0.92,-9.56,0.81
49026,0.35,0.04,0.04,0.93,-9.63,0.86
49031,0.37,0.06,0.04,0.92,-9.64,0.92
49036,0.39,0.06,0.04,0.88,-9.65,0.83
49041,0.42,0.06,0.04,0.80,-9.63,0.82
49046,0.45,0.06,0.03,0.75,-9.61,0.81
49051,0.47,0.06,0.02,0.71,-9.64,0.79
49056,0.50,0.06,0.01,0.70,-9.67,0.80
49062,0.52,0.06,0.01,0.75,-9.71,0.81
49067,0.55,0.06,0.01,0.81,-9.72,0.83
49072,0.57,0.07,0.03,0.85,-9.72,0.86
49077,0.60,0.08,0.04,0.85,-9.71,0.90
49082,0.62,0.10,0.06,0.82,-9.72,0.92
49087,0.65,0.11,0.07,0.84,-9.71,0.93
49092,0.68,0.11,0.08,0.84,-9.68,0.90
49097,0.71,0.12,0.09,0.83,-9.63,0.92
49102,0.74,0.12,0.09,0.83,-9.58,0.97
49107,0.77,0.13,0.10,0.87,-9.53,1.09
49112,0.80,0.14,0.10,0.93,-9.54,1.19
49117,0.82,0.16,0.12,0.98,-9.56,1.28
49122,0.84,0.17,0.13,0.98,-9.58,1.36
49127,0.86,0.19,0.15,0.95,-9.61,1.44
49132,0.87,0.20,0.16,0.91,-9.61,1.50
49137,0.88,0.21,0.17,0.84,-9.57,1.53
49142,0.89,0.22,0.17,0.76,-9.53,1.54
49147,0.90,0.23,0.17,0.66,-9.47,1.53
49152,0.91,0.23,0.16,0.61,-9.43,1.51
49157,0.93,0.23,0.15,0.57,-9.40,1.51
49162,0.94,0.22,0.14,0.55,-9.38,1.55
49167,0.97,0.21,0.13,0.56,-9.38,1.61
49172,0.99,0.20,0.12,0.58,-9.39,1.64
49178,1.02,0.19,0.11,0.65,-9.44,1.67
49183,1.05,0.19,0.11,0.70,-9.52,1.71
49188,1.08,0.19,0.11,0.71,-9.64,1.79
49193,1.10,0.20,0.10,0.69,-9.73,1.84
49198,1.13,0.21,0.11,0.74,-9.77,1.90
49203,1.16,0.22,0.11,0.76,-9.78,1.99
49208,1.18,0.23,0.12,0.72,-9.78,2.05
49213,1.21,0.25,0.13,0.66,-9.75,2.07
49218,1.23,0.27,0.14,0.65,-9.69,2.11
49223,1.25,0.28,0.15,0.64,-9.64,2.13
49228,1.28,0.29,0.16,0.62,-9.57,2.14
49233,1.31,0.31,0.16,0.54,-9.49,2.14
49238,1.34,0.31,0.16,0.45,-9.38,2.16
49243,1.38,0.30,0.15,0.38,-9.28,2.18
49248,1.42,0.29,0.14,0.36,-9.19,2.22
49253,1.46,0.28,0.13,0.38,-9.12,2.28
49258,1.49,0.27,0.12,0.44,-9.08,2.36
49263,1.53,0.25,0.11,0.50,-9.05,2.48
49268,1.57,0.24,0.10,0.52,-9.04,2.63
49273,1.60,0.24,0.10,0.54,-9.03,2.76
49278,1.63,0.24,0.10,0.57,-9.03,2.87
49283,1.66,0.25,0.10,0.58,-9.02,2.99
49288,1.68,0.26,0.10,0.56,-9.00,3.12
49294,1.71,0.27,0.10,0.53,-8.96,3.20
49299,1.73,0.28,0.10,0.54,-8.97,3.28
49304,1.75,0.30,0.10,0.59,-8.95,3.33
49309,1.78,0.32,0.11,0.64,-8.93,3.41
49314,1.81,0.34,0.12,0.66,-8.94,3.48
49319,1.83,0.36,0.13,0.65,-8.91,3.60
49324,1.85,0.38,0.14,0.69,-8.90,3.71
49329,1.87,0.39,0.16,0.69,-8.88,3.81
49334,1.89,0.40,0.17,0.64,-8.85,3.91
49339,1.91,0.41,0.18,0.57,-8.81,4.00
49344,1.93,0.42,0.19,0.49,-8.81,4.02
49349,1.95,0.42,0.20,0.40,-8.75,4.18
49354,1.96,0.42,0.20,0.32,-8.70,4.25
49359,1.98,0.41,0.20,0.24,-8.70,4.29
49364,1.99,0.40,0.20,0.11,-8.73,4.31
49369,2.01,0.38,0.19,0.04,-8.76,4.28
49374,2.03,0.35,0.19,-0.10,-8.71,4.30
49379,2.05,0.32,0.18,-0.19,-8.68,4.25
49384,2.07,0.29,0.17,-0.25,-8.65,4.27
49389,2.09,0.26,0.17,-0.25,-8.58,4.34
49394,2.11,0.24,0.16,-0.23,-8.45,4.44
49399,2.13,0.22,0.17,-0.17,-8.33,4.56
49404,2.13,0.22,0.17,-0.09,-8.28,4.69
49410,2.14,0.22,0.19,-0.12,-8.28,4.83
49415,2.16,0.23,0.19,-0.19,-8.16,5.08
49420,2.16,0.22,0.20,-0.18,-8.05,5.29
49425,2.18,0.25,0.21,-0.12,-7.98,5.45
49430,2.19,0.31,0.22,-0.10,-7.90,5.71
49435,2.19,0.39,0.24,0.06,-7.80,5.98
49440,2.19,0.47,0.25,0.12,-7.79,6.23
49445,2.17,0.56,0.26,0.24,-7.80,6.46
49450,2.15,0.62,0.27,0.33,-7.78,6.68
49455,2.11,0.67,0.29,0.31,-7.79,6.82
49460,2.06,0.73,0.29,0.23,-7.81,6.77
49465,2.04,0.76,0.29,0.15,-7.74,6.71
49470,2.03,0.77,0.29,0.07,-7.64,6.66
49475,2.02,0.77,0.27,-0.13,-7.54,6.57
49480,2.01,0.76,0.26,-0.22,-7.43,6.43
49485,2.02,0.73,0.24,-0.28,-7.32,6.33
49490,2.03,0.68,0.23,-0.37,-7.27,6.26
49495,2.05,0.61,0.21,-0.44,-7.16,6.23
49500,2.08,0.52,0.20,-0.52,-6.97,6.23
49505,2.10,0.43,0.18,-0.61,-6.86,6.35
49510,2.11,0.34,0.16,-0.60,-6.79,6.53
49515,2.13,0.25,0.13,-0.56,-6.69,6.63
49520,2.15,0.21,0.11,-0.49,-6.62,6.77
49526,2.16,0.19,0.08,-0.41,-6.55,7.01
49531,2.17,0.18,0.07,-0.21,-6.52,7.27
49536,2.17,0.19,0.07,-0.11,-6.46,7.63
49541,2.16,0.24,0.07,-0.01,-6.41,7.84
49546,2.15,0.29,0.08,0.07,-6.39,8.00
49551,2.12,0.33,0.10,0.04,-6.32,8.21
49556,2.09,0.37,0.11,0.02,-6.27,8.32
49561,2.06,0.40,0.12,-0.05,-6.25,8.36
49566,2.03,0.43,0.13,0.02,-6.24,8.24
49571,2.01,0.48,0.15,-0.10,-6.16,8.32
49576,1.97,0.51,0.15,-0.28,-6.08,8.35
49581,1.94,0.53,0.15,-0.33,-5.91,8.39
49586,1.91,0.54,0.14,-0.39,-5.71,8.55
49591,1.87,0.54,0.12,-0.46,-5.60,8.67
49596,1.83,0.55,0.11,-0.40,-5.52,8.63
49601,1.80,0.56,0.11,-0.29,-5.35,8.48
49606,1.80,0.57,0.12,-0.40,-5.29,8.34
49611,1.79,0.56,0.12,-0.50,-5.22,8.24
49616,1.80,0.53,0.13,-0.51,-5.17,8.11
49621,1.81,0.49,0.15,-0.51,-5.18,8.03
49626,1.83,0.45,0.17,-0.47,-5.11,8.04
49631,1.84,0.41,0.19,-0.52,-5.05,8.14
49637,1.85,0.37,0.21,-0.60,-4.99,8.27
49642,1.86,0.35,0.22,-0.71,-4.93,8.48
49647,1.85,0.33,0.23,-0.66,-4.80,8.68
49652,1.84,0.32,0.25,-0.66,-4.69,8.81
49657,1.83,0.31,0.26,-0.68,-4.63,8.91
49662,1.81,0.30,0.28,-0.63,-4.52,9.03
49667,1.79,0.27,0.29,-0.60,-4.36,9.06
49672,1.79,0.26,0.30,-0.58,-4.28,8.96
49677,1.78,0.25,0.30,-0.66,-4.25,8.99
49682,1.77,0.23,0.30,-0.76,-4.24,8.98
49687,1.76,0.20,0.29,-0.84,-4.22,9.08
49692,1.73,0.18,0.27,-0.91,-4.24,9.30
49697,1.70,0.16,0.26,-1.09,-4.32,9.38
49702,1.69,0.14,0.25,-1.14,-4.35,9.38
49707,1.67,0.13,0.25,-1.19,-4.33,9.33
49712,1.66,0.13,0.25,-1.13,-4.29,9.34
49717,1.65,0.14,0.28,-1.07,-4.20,9.26
49722,1.66,0.16,0.30,-1.02,-4.03,9.03
49727,1.69,0.18,0.34,-1.08,-3.82,8.75
49732,1.73,0.20,0.36,-1.14,-3.49,8.62
49737,1.77,0.21,0.37,-1.09,-3.24,8.33
49742,1.83,0.22,0.41,-0.94,-3.10,8.16
49747,1.91,0.23,0.45,-1.05,-2.88,8.10
49753,1.97,0.23,0.46,-1.18,-2.64,8.16
49758,2.02,0.22,0.45,-1.30,-2.42,8.18
49763,2.07,0.20,0.43,-1.34,-2.26,8.24
49768,2.10,0.18,0.41,-1.34,-2.11,8.50
49773,2.11,0.17,0.38,-1.32,-2.12,8.60
49778,2.12,0.15,0.35,-1.36,-2.12,8.81
49783,2.11,0.13,0.32,-1.36,-2.11,9.07
49788,2.08,0.10,0.30,-1.32,-2.17,9.59
49793,2.03,0.09,0.28,-1.32,-2.27,9.75
49798,1.99,0.11,0.25,-1.31,-2.29,9.93
49803,1.94,0.11,0.23,-1.21,-2.34,10.07
49808,1.89,0.09,0.25,-1.07,-2.41,10.02
49813,1.84,0.09,0.26,-0.98,-2.37,10.06
49818,1.79,0.12,0.27,-0.98,-2.28,10.12
49823,1.73,0.13,0.27,-1.08,-2.12,10.18
49828,1.67,0.14,0.27,-1.13,-1.92,10.19
49833,1.60,0.13,0.26,-1.15,-1.72,10.17
49838,1.53,0.12,0.26,-1.20,-1.54,10.02
49843,1.47,0.09,0.25,-1.26,-1.39,9.89
49848,1.41,0.05,0.25,-1.34,-1.28,9.82
49853,1.35,-0.00,0.24,-1.38,-1.19,9.78
49858,1.30,-0.06,0.23,-1.46,-1.10,9.78
49863,1.24,-0.12,0.22,-1.47,-1.04,9.80
49869,1.18,-0.17,0.21,-1.52,-1.00,9.88
49874,1.12,-0.19,0.20,-1.50,-0.95,9.93
49879,1.06,-0.21,0.19,-1.46,-0.92,10.09
49884,1.01,-0.23,0.20,-1.44,-0.95,10.13
49889,0.96,-0.24,0.21,-1.49,-0.95,10.44
49894,0.88,-0.23,0.21,-1.38,-0.95,10.72
49899,0.80,-0.20,0.20,-1.35,-1.04,10.82
49904,0.73,-0.18,0.20,-1.35,-1.08,10.81
49909,0.66,-0.15,0.20,-1.31,-1.04,10.78
49914,0.58,-0.12,0.21,-1.24,-0.82,10.82
49919,0.51,-0.10,0.22,-1.39,-0.77,10.61
49924,0.45,-0.09,0.22,-1.44,-0.73,10.56
49929,0.39,-0.08,0.22,-1.43,-0.68,10.52
49934,0.34,-0.08,0.23,-1.42,-0.60,10.44
49939,0.28,-0.08,0.23,-1.47,-0.52,10.33
49944,0.24,-0.09,0.23,-1.50,-0.49,10.23
49949,0.20,-0.09,0.22,-1.54,-0.46,10.18
49954,0.16,-0.10,0.22,-1.56,-0.43,10.18
49959,0.12,-0.09,0.21,-1.56,-0.42,10.17
49964,0.09,-0.08,0.20,-1.52,-0.43,10.17
49969,0.06,-0.06,0.20,-1.43,-0.45,10.13
49974,0.05,-0.04,0.21,-1.36,-0.47,10.10
49979,0.04,-0.03,0.21,-1.36,-0.49,10.03
49985,0.04,-0.02,0.22,-1.34,-0.50,9.98
49990,0.04,-0.01,0.22,-1.31,-0.51,9.93
49995,0.04,-0.01,0.22,-1.24,-0.50,9.88
50000,0.05,0.00,0.22,-1.22,-0.53,9.85
50005,0.05,0.01,0.22,-1.27,-0.51,9.85
50010,0.05,0.02,0.21,-1.27,-0.52,9.90
50015,0.05,0.03,0.20,-1.27,-0.53,9.95
50020,0.05,0.05,0.19,-1.25,-0.52,9.95
50025,0.05,0.06,0.18,-1.31,-0.49,9.98
50030,0.04,0.07,0.16,-1.37,-0.49,9.97
50035,0.05,0.08,0.15,-1.43,-0.47,9.91
50040,0.05,0.07,0.13,-1.44,-0.49,9.84
